sample_name	SRA_Run	GEO_Sample	GEO_Sample_Title
F2S4_160426_014_B01	SRR7332758	GSM3189955	VISp_Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1
F2S4_160426_014_C01	SRR7332759	GSM3189955	VISp_Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1
F2S4_160426_014_D01	SRR7332760	GSM3189955	VISp_Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1
F2S4_160426_014_E01	SRR7332761	GSM3189955	VISp_Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1
F2S4_160426_014_F01	SRR7332762	GSM3189955	VISp_Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1
F2S4_160426_014_G01	SRR7332763	GSM3189955	VISp_Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1
F2S4_160426_014_H01	SRR7332764	GSM3189955	VISp_Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1
F2S4_160426_015_A01	SRR7332765	GSM3189955	VISp_Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1
F2S4_160120_011_E01	SRR7332766	GSM3189955	VISp_Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1
F2S4_160524_018_E01	SRR7317954	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160524_019_F01	SRR7317955	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_019_H01	SRR7317956	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_008_A01	SRR7317957	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_008_B01	SRR7317958	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_008_C01	SRR7317959	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_008_D01	SRR7317960	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_008_E01	SRR7317961	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_008_F01	SRR7317962	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_008_G01	SRR7317963	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_008_H01	SRR7317964	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_009_A01	SRR7317965	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160524_019_G01	SRR7317966	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_009_B01	SRR7317967	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_009_C01	SRR7317968	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_009_D01	SRR7317969	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_009_E01	SRR7317970	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_009_F01	SRR7317971	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_009_G01	SRR7317972	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_009_H01	SRR7317973	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_010_A01	SRR7317974	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_010_B01	SRR7317975	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_010_C01	SRR7317976	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160524_019_H01	SRR7317977	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_010_D01	SRR7317978	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_010_E01	SRR7317979	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_010_F01	SRR7317980	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_010_G01	SRR7317981	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_010_H01	SRR7317982	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_011_A01	SRR7317983	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_011_B01	SRR7317984	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_011_C01	SRR7317985	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_011_D01	SRR7317986	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_011_E01	SRR7317987	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_001_A01	SRR7317988	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_011_F01	SRR7317989	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_011_G01	SRR7317990	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_011_H01	SRR7317991	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_012_A01	SRR7317992	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_012_B01	SRR7317993	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_012_C01	SRR7317994	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_012_D01	SRR7317995	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_012_E01	SRR7317996	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_012_F01	SRR7317997	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_012_G01	SRR7317998	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_001_B01	SRR7317999	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_012_H01	SRR7318000	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_013_A01	SRR7318001	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_013_B01	SRR7318002	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_013_C01	SRR7318003	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_013_D01	SRR7318004	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_013_E01	SRR7318005	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_013_F01	SRR7318006	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_013_G01	SRR7318007	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_013_H01	SRR7318008	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_014_A01	SRR7318009	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_001_C01	SRR7318010	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_014_B01	SRR7318011	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_014_C01	SRR7318012	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_014_D01	SRR7318013	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_014_E01	SRR7318014	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_014_F01	SRR7318015	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_014_G01	SRR7318016	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_014_H01	SRR7318017	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_014_A01	SRR7318018	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_014_B01	SRR7318019	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_014_C01	SRR7318020	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_001_D01	SRR7318021	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_014_D01	SRR7318022	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_014_E01	SRR7318023	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_014_F01	SRR7318024	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_014_G01	SRR7318025	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_014_H01	SRR7318026	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_015_A01	SRR7318027	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_015_B01	SRR7318028	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_015_C01	SRR7318029	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_015_D01	SRR7318030	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_015_E01	SRR7318031	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_001_E01	SRR7318032	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_015_F01	SRR7318033	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_015_G01	SRR7318034	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_015_H01	SRR7318035	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_016_A01	SRR7318036	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_016_B01	SRR7318037	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_016_C01	SRR7318038	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_016_D01	SRR7318039	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_016_E01	SRR7318040	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_016_F01	SRR7318041	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_016_G01	SRR7318042	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_001_F01	SRR7318043	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_016_H01	SRR7318044	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_017_A01	SRR7318045	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_017_B01	SRR7318046	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_017_C01	SRR7318047	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_017_D01	SRR7318048	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_017_E01	SRR7318049	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_017_F01	SRR7318050	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_017_G01	SRR7318051	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_017_H01	SRR7318052	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_026_A01	SRR7318053	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_001_G01	SRR7318054	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_026_B01	SRR7318055	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_026_C01	SRR7318056	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_026_D01	SRR7318057	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_026_E01	SRR7318058	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_026_F01	SRR7318059	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_026_G01	SRR7318060	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_026_H01	SRR7318061	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_027_A01	SRR7318062	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_027_B01	SRR7318063	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_027_C01	SRR7318064	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160524_018_F01	SRR7318065	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_001_H01	SRR7318066	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_027_D01	SRR7318067	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_027_E01	SRR7318068	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_027_F01	SRR7318069	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_027_G01	SRR7318070	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_027_H01	SRR7318071	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_028_A01	SRR7318072	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_028_B01	SRR7318073	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_028_C01	SRR7318074	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_028_D01	SRR7318075	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_028_E01	SRR7318076	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_002_A01	SRR7318077	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_028_F01	SRR7318078	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_028_G01	SRR7318079	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_028_H01	SRR7318080	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_001_A01	SRR7318081	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_001_B01	SRR7318082	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_001_C01	SRR7318083	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_001_D01	SRR7318084	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_001_E01	SRR7318085	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_001_F01	SRR7318086	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_001_G01	SRR7318087	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_002_B01	SRR7318088	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_001_H01	SRR7318089	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_002_A01	SRR7318090	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_002_B01	SRR7318091	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_002_C01	SRR7318092	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_002_D01	SRR7318093	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_002_E01	SRR7318094	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_002_F01	SRR7318095	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_002_G01	SRR7318096	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_002_H01	SRR7318097	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_003_A01	SRR7318098	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_002_C01	SRR7318099	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_003_B01	SRR7318100	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_003_C01	SRR7318101	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_003_D01	SRR7318102	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_003_E01	SRR7318103	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_003_F01	SRR7318104	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_003_G01	SRR7318105	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_003_H01	SRR7318106	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_004_A01	SRR7318107	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_004_B01	SRR7318108	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_004_C01	SRR7318109	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_002_D01	SRR7318110	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_004_D01	SRR7318111	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_004_E01	SRR7318112	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_004_F01	SRR7318113	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_004_G01	SRR7318114	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_004_H01	SRR7318115	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_005_A01	SRR7318116	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_005_B01	SRR7318117	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_005_C01	SRR7318118	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_005_D01	SRR7318119	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_005_E01	SRR7318120	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160531_002_E01	SRR7318121	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_005_F01	SRR7318122	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_005_G01	SRR7318123	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_005_H01	SRR7318124	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_006_A01	SRR7318125	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_006_B01	SRR7318126	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_006_C01	SRR7318127	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_006_D01	SRR7318128	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160601_006_E01	SRR7318129	GSM3189880	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2
F2S4_160629_020_E01	SRR7318625	GSM3189881	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_3
F2S4_160629_020_F01	SRR7318626	GSM3189881	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_3
F2S4_160629_020_G01	SRR7318627	GSM3189881	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_3
F2S4_160629_020_H01	SRR7318628	GSM3189881	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_3
F2S4_160630_004_A01	SRR7318629	GSM3189881	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_3
F2S4_160630_004_B01	SRR7318630	GSM3189881	ALM_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_3
