sample_name	SRA_Run	GEO_Sample	GEO_Sample_Title
F0S4_161122_029_E01	SRR7321601	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_029_F01	SRR7321602	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_030_E01	SRR7321603	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_030_F01	SRR7321604	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_031_E01	SRR7321605	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_031_F01	SRR7321606	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_002_E01	SRR7321607	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_017_F01	SRR7321608	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_032_E01	SRR7321609	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_032_F01	SRR7321610	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_033_E01	SRR7321611	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_033_F01	SRR7321612	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_034_E01	SRR7321613	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_034_F01	SRR7321614	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_035_E01	SRR7321615	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_035_F01	SRR7321616	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_036_E01	SRR7321617	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_036_F01	SRR7321618	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_018_E01	SRR7321619	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_037_E01	SRR7321620	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_037_F01	SRR7321621	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_038_E01	SRR7321622	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_038_F01	SRR7321623	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_039_E01	SRR7321624	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_039_F01	SRR7321625	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_040_E01	SRR7321626	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_040_F01	SRR7321627	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_041_E01	SRR7321628	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_041_F01	SRR7321629	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_018_F01	SRR7321630	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_042_E01	SRR7321631	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_042_F01	SRR7321632	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_045_E01	SRR7321633	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_045_F01	SRR7321634	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_046_E01	SRR7321635	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_046_F01	SRR7321636	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_047_E01	SRR7321637	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_047_F01	SRR7321638	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_048_E01	SRR7321639	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_048_F01	SRR7321640	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_022_E01	SRR7321641	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_049_E01	SRR7321642	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_049_F01	SRR7321643	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_050_E01	SRR7321644	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_050_F01	SRR7321645	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_055_E01	SRR7321646	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_055_F01	SRR7321647	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_061_E01	SRR7321648	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_061_F01	SRR7321649	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_001_E01	SRR7321650	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_001_F01	SRR7321651	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_022_F01	SRR7321652	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_062_E01	SRR7321653	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_062_F01	SRR7321654	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_002_E01	SRR7321655	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_002_F01	SRR7321656	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_003_E01	SRR7321657	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_003_F01	SRR7321658	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_004_E01	SRR7321659	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_004_F01	SRR7321660	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_063_E01	SRR7321661	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_063_F01	SRR7321662	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_023_E01	SRR7321663	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_064_E01	SRR7321664	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_161122_064_F01	SRR7321665	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_005_E01	SRR7321666	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_005_F01	SRR7321667	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_006_E01	SRR7321668	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_006_F01	SRR7321669	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_007_E01	SRR7321670	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_007_F01	SRR7321671	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_080_E01	SRR7321672	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_080_F01	SRR7321673	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_023_F01	SRR7321674	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_081_E01	SRR7321675	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_081_F01	SRR7321676	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_082_E01	SRR7321677	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_082_F01	SRR7321678	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_083_E01	SRR7321679	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_083_F01	SRR7321680	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_084_E01	SRR7321681	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_084_F01	SRR7321682	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_085_E01	SRR7321683	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_085_F01	SRR7321684	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_024_E01	SRR7321685	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_086_E01	SRR7321686	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_086_F01	SRR7321687	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_087_E01	SRR7321688	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_087_F01	SRR7321689	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_088_E01	SRR7321690	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_088_F01	SRR7321691	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_089_E01	SRR7321692	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170110_089_F01	SRR7321693	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_008_E01	SRR7321694	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_008_F01	SRR7321695	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_024_F01	SRR7321696	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_009_E01	SRR7321697	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_009_F01	SRR7321698	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_010_E01	SRR7321699	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_010_F01	SRR7321700	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_011_E01	SRR7321701	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_011_F01	SRR7321702	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_012_E01	SRR7321703	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_012_F01	SRR7321704	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_023_E01	SRR7321705	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_023_F01	SRR7321706	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_025_E01	SRR7321707	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_024_E01	SRR7321708	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_024_F01	SRR7321709	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_025_E01	SRR7321710	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_025_F01	SRR7321711	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_026_E01	SRR7321712	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_026_F01	SRR7321713	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_027_E01	SRR7321714	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_027_F01	SRR7321715	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_028_E01	SRR7321716	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_028_F01	SRR7321717	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_002_F01	SRR7321718	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_025_F01	SRR7321719	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_029_E01	SRR7321720	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_029_F01	SRR7321721	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_032_E01	SRR7321722	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_032_F01	SRR7321723	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_035_E01	SRR7321724	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_035_F01	SRR7321725	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_036_E01	SRR7321726	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_036_F01	SRR7321727	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_037_E01	SRR7321728	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_037_F01	SRR7321729	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_026_E01	SRR7321730	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_038_E01	SRR7321731	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_038_F01	SRR7321732	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_039_E01	SRR7321733	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_039_F01	SRR7321734	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_040_E01	SRR7321735	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_040_F01	SRR7321736	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_042_E01	SRR7321737	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_042_F01	SRR7321738	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_043_E01	SRR7321739	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_043_F01	SRR7321740	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_026_F01	SRR7321741	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_044_E01	SRR7321742	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_044_F01	SRR7321743	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_045_E01	SRR7321744	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_045_F01	SRR7321745	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_053_E01	SRR7321746	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_053_F01	SRR7321747	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_054_E01	SRR7321748	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170317_054_F01	SRR7321749	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_003_E01	SRR7321750	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_003_F01	SRR7321751	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_027_E01	SRR7321752	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_004_E01	SRR7321753	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_004_F01	SRR7321754	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_007_E01	SRR7321755	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_007_F01	SRR7321756	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_008_E01	SRR7321757	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_008_F01	SRR7321758	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_010_E01	SRR7321759	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_010_F01	SRR7321760	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_013_E01	SRR7321761	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_013_F01	SRR7321762	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_027_F01	SRR7321763	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_034_E01	SRR7321764	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_034_F01	SRR7321765	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_035_E01	SRR7321766	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_035_F01	SRR7321767	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_036_E01	SRR7321768	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_036_F01	SRR7321769	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_043_E01	SRR7321770	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_043_F01	SRR7321771	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_044_E01	SRR7321772	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_044_F01	SRR7321773	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_028_E01	SRR7321774	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_045_E01	SRR7321775	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_045_F01	SRR7321776	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_047_E01	SRR7321777	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_047_F01	SRR7321778	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_057_E01	SRR7321779	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_057_F01	SRR7321780	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_058_E01	SRR7321781	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_058_F01	SRR7321782	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_059_E01	SRR7321783	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_059_F01	SRR7321784	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_028_F01	SRR7321785	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_060_E01	SRR7321786	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_060_F01	SRR7321787	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_065_E01	SRR7321788	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_065_F01	SRR7321789	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_066_E01	SRR7321790	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_066_F01	SRR7321791	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_069_E01	SRR7321792	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_069_F01	SRR7321793	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_070_E01	SRR7321794	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_070_F01	SRR7321795	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_029_E01	SRR7321796	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_071_E01	SRR7321797	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170526_071_F01	SRR7321798	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_012_E01	SRR7321799	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_012_F01	SRR7321800	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_014_E01	SRR7321801	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_014_F01	SRR7321802	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_033_E01	SRR7321803	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_033_F01	SRR7321804	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_034_E01	SRR7321805	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_034_F01	SRR7321806	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_029_F01	SRR7321807	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_016_E01	SRR7321808	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_016_F01	SRR7321809	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_017_E01	SRR7321810	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_017_F01	SRR7321811	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_055_E01	SRR7321812	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_055_F01	SRR7321813	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_056_E01	SRR7321814	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_170801_056_F01	SRR7321815	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_171002_005_E01	SRR7321816	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_171002_005_F01	SRR7321817	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_030_E01	SRR7321818	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_171002_007_E01	SRR7321819	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_171002_007_F01	SRR7321820	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_171002_008_E01	SRR7321821	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_171002_008_F01	SRR7321822	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_171002_009_E01	SRR7321823	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_171002_009_F01	SRR7321824	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_171002_039_E01	SRR7321825	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_171002_039_F01	SRR7321826	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_171002_069_E01	SRR7321827	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_171002_069_F01	SRR7321828	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_003_E01	SRR7321829	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_030_F01	SRR7321830	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_171027_024_E01	SRR7321831	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_031_E01	SRR7321832	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_031_F01	SRR7321833	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_032_E01	SRR7321834	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_032_F01	SRR7321835	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_033_E01	SRR7321836	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_033_F01	SRR7321837	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_034_E01	SRR7321838	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_034_F01	SRR7321839	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_035_E01	SRR7321840	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_003_F01	SRR7321841	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_035_F01	SRR7321842	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_036_E01	SRR7321843	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_036_F01	SRR7321844	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_037_E01	SRR7321845	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_037_F01	SRR7321846	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_038_E01	SRR7321847	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_038_F01	SRR7321848	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_039_E01	SRR7321849	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_039_F01	SRR7321850	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_040_E01	SRR7321851	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_004_E01	SRR7321852	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_040_F01	SRR7321853	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_041_E01	SRR7321854	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_041_F01	SRR7321855	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_042_E01	SRR7321856	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_042_F01	SRR7321857	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_043_E01	SRR7321858	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_043_F01	SRR7321859	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_044_E01	SRR7321860	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_045_E01	SRR7321861	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_045_F01	SRR7321862	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_004_F01	SRR7321863	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_046_E01	SRR7321864	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_046_F01	SRR7321865	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_047_E01	SRR7321866	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_047_F01	SRR7321867	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_048_E01	SRR7321868	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_048_F01	SRR7321869	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_049_E01	SRR7321870	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_049_F01	SRR7321871	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_050_E01	SRR7321872	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_050_F01	SRR7321873	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_005_E01	SRR7321874	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_051_E01	SRR7321875	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_051_F01	SRR7321876	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_052_E01	SRR7321877	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_053_E01	SRR7321878	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_054_E01	SRR7321879	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_054_F01	SRR7321880	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_055_E01	SRR7321881	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_055_F01	SRR7321882	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_056_E01	SRR7321883	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_056_F01	SRR7321884	GSM3189895	Control: 10pg Takara Control Total RNA_1
F0S4_160517_081_H01	SRR7322458	GSM3189898	Control: 10pg Zyagen Mouse Whole Brain Total RNA_2
F0S4_160517_089_G01	SRR7322459	GSM3189898	Control: 10pg Zyagen Mouse Whole Brain Total RNA_2
F0S4_160708_058_G01	SRR7322460	GSM3189898	Control: 10pg Zyagen Mouse Whole Brain Total RNA_2
F0S4_160708_058_H01	SRR7322461	GSM3189898	Control: 10pg Zyagen Mouse Whole Brain Total RNA_2
F0S4_160708_059_G01	SRR7322462	GSM3189898	Control: 10pg Zyagen Mouse Whole Brain Total RNA_2
F0S4_160708_059_H01	SRR7322463	GSM3189898	Control: 10pg Zyagen Mouse Whole Brain Total RNA_2
F0S4_160708_060_G01	SRR7322464	GSM3189898	Control: 10pg Zyagen Mouse Whole Brain Total RNA_2
F0S4_160708_060_H01	SRR7322465	GSM3189898	Control: 10pg Zyagen Mouse Whole Brain Total RNA_2
F0S4_160708_061_G01	SRR7322466	GSM3189898	Control: 10pg Zyagen Mouse Whole Brain Total RNA_2
F0S4_160708_061_H01	SRR7322467	GSM3189898	Control: 10pg Zyagen Mouse Whole Brain Total RNA_2
